% Model:              PINN对比模型 - 有限元网格细化.mph
% Version:            COMSOL 6.0.0.318
% Date:               Mar 28 2026, 14:44
% Dimension:          3
% Nodes:              28012
% Expressions:        1
% Description:        
% Length unit:        null
% x,y,z,Jsolid @ t=2.592E5
0.016742408877996502,0.007259416876748159,-0.001111111111111112,0.8895994857073237
0.016742408877996506,0.00725941687674816,-1.0251768721227326E-18,0.6239625677943107
0.017230758815216782,0.007615397871526736,-0.0011111111111111079,1.1139222364325558
0.01723075819690528,0.007615397385709407,-1.0550796436361032E-18,0.8808829148594484
0.016363475465253817,0.007730644526384843,-0.001111111111111112,0.8920016868051627
0.016363475465253817,0.007730644526384843,-1.0019738925724668E-18,0.6234699991120156
0.016827861427515325,0.008106354444150119,-0.0011111111111111096,1.115158665899195
0.01682786113908772,0.008106354197142162,-1.030409314023995E-18,0.8775018089229158
0.015957622204092328,0.008183169710251773,-0.001111111111111112,0.8938033585781557
0.01595762220409233,0.008183169710251773,-9.771225477122202E-19,0.6230371360891622
0.01640492275736488,0.00858016092478758,-0.0011111111111111096,1.1159990049055042
0.01640492247363064,0.008580160660965896,-1.004511789879612E-18,0.8739962441749396
0.016742408877996506,0.00725941687674816,-0.002222222222222223,0.8761268065867535
0.017230758815216792,0.0076153978715267235,-0.002222222222222222,1.0253844812445672
0.016363475465253817,0.007730644526384843,-0.002222222222222223,0.8789703227600691
0.016827861427515325,0.008106354444150119,-0.002222222222222222,1.0274237052766846
0.01709894031361004,0.006765647785487135,-0.001111111111111112,0.8865935713349675
0.01709894031361004,0.006765647785487136,-1.0470081261937089E-18,0.6242464657374772
0.01761221545548478,0.0071076050851633914,-0.0011111111111111096,1.11233073083984
0.017612214604453735,0.007107604474598014,-1.0784371120620265E-18,0.8842673831868421
0.01627693739091904,0.006927646304967645,-0.001111111111111112,0.8283089866110045
0.01627693739091904,0.006927646304967646,-9.966749637855436E-19,0.6571103452073841
0.015927479060183217,0.007374158785027008,-0.001111111111111112,0.8303309864643708
0.01592747906018322,0.007374158785027008,-9.752768124769938E-19,0.6562092170554121
0.01595762220409233,0.008183169710251773,-0.002222222222222223,0.8809658155846982
0.01640492275736489,0.008580160924787575,-0.002222222222222221,1.029855408028278
0.015537400959488783,0.007798381216070079,-0.001111111111111112,0.8304069781843975
0.015537400959488785,0.007798381216070079,-9.513914176053477E-19,0.6555362834474949
0.015525813281392208,0.008623167529995373,-0.001111111111111112,0.8954004886085437
0.015525813281392208,0.008623167529995373,-9.506818769608215E-19,0.6225932517686276
0.015963288205257636,0.00903659527657867,-0.0011111111111111079,1.1164792242323032
0.015963288253019323,0.009036595324644844,-9.774694931463324E-19,0.8709423148104409
0.016742408877996506,0.00725941687674816,-0.003333333333333334,0.864590912965473
0.01723075881521679,0.0076153978715267304,-0.0033333333333333322,0.9992200358218711
0.016363475465253813,0.007730644526384844,-0.003333333333333334,0.8671181003431025
0.016827861427515325,0.008106354444150119,-0.003333333333333333,1.0016757671144987
0.017098940313610037,0.006765647785487136,-0.002222222222222223,0.8726176872531776
0.01761221545548478,0.0071076050851633914,-0.0022222222222222227,1.023607389897724
0.017761455188250525,0.005721910470554186,-0.001111111111111112,0.8827399800884275
0.017761455188250525,0.005721910470554186,-1.0875754622245078E-18,0.6259395322626962
0.01830497388405051,0.006043340239149933,-0.0011111111111111079,1.1095171645257067
0.01830497235254098,0.006043339340262917,-1.1208562900010054E-18,0.8929198869225636
0.017438612624459997,0.00625131448368277,-0.001111111111111112,0.8841743797512206
0.017438612624459997,0.006251314483682771,-1.067807056605778E-18,0.6249270784936596
0.017970780759635492,0.006583404087182185,-0.0011111111111111079,1.1108193727793498
0.01797077967931631,0.006583403383602757,-1.1003928906228511E-18,0.888120912683293
0.016600880242973487,0.006445353390031602,-0.001111111111111112,0.8239784394921768
0.016600880242973487,0.0064453533900316025,-1.0165107426293008E-18,0.6605355377379057
0.01584268881683825,0.0066397735860268,-0.001111111111111112,0.776698693508684
0.01584268881683825,0.006639773586026801,-9.700849074714265E-19,0.6889830854884127
0.015536722068544433,0.007040027416261966,-0.001111111111111112,0.778612673227677
0.015536722068544435,0.007040027416261967,-9.513498475242493E-19,0.6854061024742776
0.01806321838845162,0.005181661363473063,-0.0011111111111111122,0.881885913967456
0.01806321838845162,0.005181661363473063,-1.1060531290858444E-18,0.6274486580652843
0.018613291138368983,0.0054881038220456506,-0.0011111111111111079,1.1082579637945538
0.018613289294605605,0.005488102855590284,-1.1397352578121224E-18,0.8982018203726329
0.01595762220409233,0.008183169710251773,-0.003333333333333334,0.8686511049715925
0.0164049227573649,0.008580160924787562,-0.003333333333333334,1.0044534986696088
0.015525813281392206,0.008623167529995373,-0.002222222222222223,0.8828486114090672
0.01596328820525763,0.009036595276578673,-0.002222222222222219,1.032466038650445
0.01507356399254368,0.009054947519178881,-0.001111111111111112,0.8974650709627908
0.015073563992543683,0.009054947519178881,-9.22989594760571E-19,0.6223196417696305
0.015504241624807959,0.009475515898739201,-0.0011111111111111096,1.1169710416444385
0.015504241648849565,0.009475515924860418,-9.493609954235347E-19,0.8687207770147392
0.015158533206510024,0.007419817783568916,-0.001111111111111112,0.7769907843272129
0.015158533206510026,0.007419817783568917,-9.281924585560684E-19,0.6872373646988399
0.015109424750142233,0.00821717417410107,-0.001111111111111112,0.8296735945152256
0.015109424750142235,0.00821717417410107,-9.251854328609742E-19,0.6556122652243673
0.016742408877996502,0.00725941687674816,-0.004444444444444445,0.8623996773414548
0.01723075881521679,0.0076153978715267304,-0.004444444444444444,0.9871116373214155
0.016363475465253813,0.007730644526384843,-0.004444444444444445,0.8647421608540378
0.016827861427515325,0.008106354444150119,-0.004444444444444441,0.9897011896825965
0.01709894031361004,0.006765647785487137,-0.003333333333333334,0.8613271845426195
0.01761221545548479,0.00710760508516338,-0.0033333333333333322,0.9969964024617556
0.017761455188250525,0.005721910470554187,-0.002222222222222223,0.8674650754744828
0.018304973884050505,0.006043340239149939,-0.002222222222222221,1.0197389818842522
0.017438612624459997,0.00625131448368277,-0.002222222222222223,0.8695608925766248
0.0179707807596355,0.006583404087182174,-0.002222222222222221,1.0218084820029945
